Time,Stage
0,1
23.31416,0
25.24135,1
51.03394,0
52.20005,1
74.99996,0
76.37315,1
98.73897,0
100.0264,1
123.5404,0
132.9577,1
175.5817,0
177.151,1
213.9199,0
215.1531,1
233.8443,0
235.1117,1
288.477,0
292.1263,1
317.5144,0
319.0852,1
325.1591,1
