a7,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.9444444,0,0,0,0,0.9444444
try1,0,0.7924528,0.7,0.5,0,0.8333333
try2,0,0.9782609,0,0,0,0.7777778
