a4,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.2,0,0,0,0,0.2
try1,0.2413793,0,0,0,0,0.21875
try2,0.28,0,0,0,0,0.2359551
try3,0.28,0,0,0,0,0.245614
try4,0.4666667,0,0,0,0,0.2713178
try5,0.368421,0,0,0,0,0.2837838
try6,0.2692308,0,0,0,0,0.2816092
try7,0.2692308,0,0,0,0,0.28
try8,0.25,0,0,0,0,0.2763158
try9,0.2413793,0,0,0,0,0.2723736
try10,0.2258065,0,0,0,0,0.2673611
try11,0.35,0,0,0,0,0.2727273
try12,0.2692308,0,0,0,0,0.2724551
