a3,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0,0.01666667,0.08333334,0,0,0.05147059
try1,0,0,0,0,0,0.05714286
try2,0.1521739,0,0,0,0,0.07241379
