a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0,0.9545454,1,0,0,0.9230769
try1,0.8205128,0,0,0,0,0.9032258
try2,0,0.8703704,0,0,0,0.8841699
try3,0.8,0,0,0,0,0.8733766
try4,0,0.6885246,1.04878,0,0,0.8538136
try5,0,0.9545454,1.08,0,0,0.8726968
