Time,Stage
0,1
69.6345,0
71.74006,1
222.4098,1
226.5623,2
431.7383,2
433.1366,3
584.0607,3
585.4689,4
589.9725,0
594.5297,1
793.076,1
794.9302,2
900.0012,2
