a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0,0,0.1176471,0,0,0.05982906
try1,0.1794872,0,0,0,0,0.09032258
try2,0,0.07407407,0,0,0,0.08108108
try3,0.14,0,0,0,0,0.09090909
try4,0,0.01639344,0.09756097,0,0,0.07415254
try5,0,0.02272727,0.08,0,0,0.06867672
