a2,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0,0.07142857,0,0,0,0.125
try1,0.175,0,0,0,0,0.1458333
try2,0.1666667,0,0,0,0,0.1521739
try3,0,0.1923077,0,0,0,0.1359223
try4,0.1842105,0,0,0,0,0.1434426
try5,0.175,0,0,0,0,0.1478873
try6,0,0.06666667,0,0,0,0.143695
try7,0.175,0,0,0,0,0.1469816
try8,0,0.04444445,0,0,0,0.1346154
try9,0.1666667,0,0,0,0,0.1372549
try10,0.2333333,0,0,0,0,0.1425926
try11,0.2,0,0,0,0,0.146087
