Time,Stage
0,1
71.18557,0
75.47342,1
127.456,0
128.572,1
202.7069,0
203.8469,1
267.1187,0
268.2972,1
293.9048,0
295.4793,1
321.8916,0
323.043,1
376.9673,0
378.0884,1
428.1169,0
429.2163,1
485.0556,0
487.8802,1
539.8548,0
541.2703,1
593.2088,0
594.7025,1
673.527,0
675.0249,1
736.3458,0
738.0514,0
