a6,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0,0.5443038,0.9245283,1.558824,0,0.8893805
try1,1.011111,0.7924528,0.8596491,0.8888889,0.9705882,0.9066427
